Day,Detail,Moonphase,Summary,Sunrise,Sunset,cloudCover,dewPoint,humidity,precipIntensity,precipIntensityMax,precipProbability,pressure,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,visibility,windGust,windGustTime,windSpeed
1450116000,rain,0.11,Rain starting in the evening.,1450095215,1450128626,0.96,53.41,0.9,0.0082,0.095,1.0,1010.0,62.87,1450152000,51.78,1450094400,4.62,11.1,1450152000,1.3
1450202400,partly-cloudy-night,0.14,Mostly cloudy starting in the afternoon.,1450181657,1450215039,0.63,45.64,0.64,0.0028,0.0476,0.96,1001.27,64.4,1450159200,52.17,1450238400,9.74,19.73,1450198800,5.39
1450288800,partly-cloudy-night,0.18,Mostly cloudy starting in the afternoon.,1450268097,1450301455,0.62,37.87,0.68,0.0003,0.0053,0.39,1018.31,51.54,1450242000,43.53,1450270800,9.67,11.96,1450242000,1.1
1450375200,rain,0.22,"Heavy rain starting in the afternoon, continuing until evening.",1450354536,1450387874,0.98,50.99,0.92,0.0364,0.2152,1.0,1011.29,56.72,1450382400,47.68,1450328400,6.69,6.66,1450378800,0.75
1450461600,partly-cloudy-day,0.26,Mostly cloudy throughout the day.,1450440972,1450474294,0.8,37.35,0.72,0.0001,0.0018,0.29,1006.48,53.93,1450414800,36.74,1450497600,9.93,14.08,1450479600,3.57
1450548000,partly-cloudy-night,0.29,Mostly cloudy starting in the afternoon.,1450527407,1450560717,0.58,20.34,0.51,0.0,0.0,0.0,1017.94,39.06,1450551600,34.02,1450530000,10.0,17.94,1450555200,5.65
1450634400,partly-cloudy-night,0.33,Mostly cloudy in the morning.,1450613840,1450647141,0.43,21.51,0.52,0.0,0.0,0.0,1030.86,42.7,1450641600,33.75,1450616400,10.0,12.65,1450609200,2.63
1450720800,partly-cloudy-day,0.37,Mostly cloudy throughout the day.,1450700271,1450733568,0.58,33.5,0.64,0.0,0.0,0.0,1024.18,51.88,1450731600,35.17,1450677600,10.0,13.1,1450720800,3.93
1450807200,rain,0.4,Light rain in the afternoon.,1450786700,1450819997,0.93,51.39,0.87,0.0036,0.0255,0.94,1016.1,59.27,1450821600,52.12,1450778400,8.54,8.17,1450814400,3.52
1450893600,rain,0.44,Heavy rain starting in the afternoon.,1450873126,1450906428,0.96,52.08,0.94,0.0377,0.2403,1.0,1018.38,61.67,1450929600,49.35,1450868400,2.05,7.62,1450922400,2.22
1450980000,partly-cloudy-day,0.47,Mostly cloudy throughout the day.,1450959551,1450992861,0.76,61.32,0.88,0.0022,0.0445,0.99,1014.32,69.5,1450987200,58.42,1451016000,8.42,14.06,1450976400,5.45
1451066400,partly-cloudy-day,0.52,Mostly cloudy throughout the day.,1451045974,1451079296,0.81,55.0,0.89,0.0007,0.0069,0.55,1020.9,62.59,1451073600,54.15,1451044800,7.82,2.5,1451066400,0.2
1451152800,rain,0.55,Light rain overnight.,1451132394,1451165733,0.94,38.1,0.6,0.0,0.0,0.0,1029.38,57.49,1451106000,48.99,1451188800,9.87,10.01,1451127600,5.51
1451239200,fog,0.58,Foggy in the morning.,1451218813,1451252172,0.98,49.56,0.9,0.0047,0.0517,1.0,1015.1,60.43,1451257200,46.79,1451199600,5.71,14.6,1451275200,4.29
1451325600,partly-cloudy-day,0.61,Mostly cloudy throughout the day.,1451305229,1451338612,0.57,27.67,0.62,0.0003,0.0028,0.35,1028.55,45.43,1451278800,35.32,1451361600,9.81,13.99,1451361600,4.06
1451412000,rain,0.64,Rain until afternoon.,1451391643,1451425055,0.99,37.29,0.92,0.0198,0.0904,0.99,1019.4,43.56,1451404800,34.01,1451368800,4.69,15.09,1451365200,2.63
1451498400,rain,0.67,Rain overnight.,1451478056,1451511499,0.95,40.14,0.91,0.0026,0.0563,1.0,1023.47,46.87,1451530800,38.98,1451462400,5.59,4.92,1451505600,0.65
1451584800,partly-cloudy-day,0.7,Mostly cloudy throughout the day.,1451564465,1451597945,0.91,38.94,0.8,0.0053,0.0793,1.0,1017.65,47.21,1451588400,42.18,1451620800,8.94,10.01,1451592000,2.43
1451671200,partly-cloudy-day,0.73,Mostly cloudy until evening.,1451650873,1451684393,0.72,26.8,0.62,0.0,0.0,0.0,1016.9,41.68,1451624400,34.03,1451707200,10.0,14.33,1451674800,3.86
1451757600,partly-cloudy-day,0.76,Mostly cloudy until evening.,1451737278,1451770843,0.41,21.46,0.58,0.0,0.0,0.0,1016.86,39.8,1451764800,31.75,1451793600,10.0,12.05,1451757600,2.85
1451844000,partly-cloudy-day,0.79,"Partly cloudy starting in the afternoon, continuing until evening.",1451823682,1451857294,0.18,24.6,0.61,0.0,0.0,0.0,1011.29,45.11,1451844000,31.23,1451818800,10.0,14.75,1451840400,2.75
1451930400,partly-cloudy-night,0.82,Mostly cloudy in the morning.,1451910083,1451943747,0.34,11.88,0.53,0.0,0.0,0.0,1017.63,34.59,1451890800,14.3,1451966400,10.0,17.05,1451966400,8.77
1452016800,clear-day,0.85,Clear throughout the day.,1451996482,1452030201,0.03,2.13,0.49,0.0,0.0,0.0,1034.53,28.86,1452027600,10.81,1451995200,10.0,16.46,1451970000,6.58
1452103200,clear-day,0.89,Clear throughout the day.,1452082878,1452116656,0.03,9.53,0.49,0.0,0.0,0.0,1033.42,41.12,1452110400,16.59,1452081600,10.0,6.41,1452114000,2.72
1452189600,partly-cloudy-day,0.92,Mostly cloudy until evening.,1452169272,1452203114,0.38,16.57,0.49,0.0,0.0,0.0,1025.84,44.91,1452196800,24.71,1452153600,10.0,3.22,1452146400,0.51
1452276000,partly-cloudy-day,0.95,Mostly cloudy throughout the day.,1452255665,1452289572,0.68,28.42,0.67,0.0,0.0,0.0,1022.38,43.42,1452283200,31.82,1452254400,10.0,8.51,1452276000,4.8
1452362400,cloudy,0.98,Overcast throughout the day.,1452342055,1452376032,0.96,38.72,0.83,0.0,0.0,0.0,1020.94,46.2,1452369600,39.76,1452333600,9.0,9.23,1452398400,5.38
1452448800,rain,0.02,Heavy rain until afternoon.,1452428442,1452462493,0.83,46.46,0.85,0.0553,0.2634,1.0,1001.59,59.86,1452452400,40.85,1452484800,6.13,20.76,1452481200,2.16
1452535200,clear-day,0.06,Clear throughout the day.,1452514828,1452548955,0.18,12.77,0.45,0.0,0.0,0.0,1012.54,39.93,1452488400,25.26,1452571200,10.0,18.54,1452499200,8.19
1452621600,partly-cloudy-day,0.09,Mostly cloudy throughout the day.,1452601211,1452635418,0.56,18.9,0.61,0.0,0.0,0.0,1011.43,43.06,1452628800,21.28,1452596400,9.93,20.22,1452657600,1.77
1452708000,partly-cloudy-night,0.13,Mostly cloudy starting in the evening.,1452687593,1452721883,0.23,8.34,0.48,0.0,0.0,0.0,1013.87,28.92,1452661200,22.11,1452686400,10.0,21.16,1452664800,6.31
1452794400,partly-cloudy-day,0.17,Mostly cloudy throughout the day.,1452773972,1452808348,0.9,15.69,0.56,0.0,0.0,0.0,1014.24,36.78,1452805200,22.43,1452754800,9.9,12.17,1452798000,2.58
1452880800,partly-cloudy-day,0.2,Mostly cloudy throughout the day.,1452860349,1452894814,0.58,31.99,0.75,0.0001,0.0026,0.29,1010.21,48.21,1452884400,29.94,1452852000,9.8,4.8,1452877200,0.31
1452967200,rain,0.24,Light rain in the morning.,1452946723,1452981282,0.92,38.16,0.78,0.0079,0.0622,1.0,999.92,50.69,1452974400,41.96,1453003200,9.03,12.95,1452967200,2.57
1453053600,fog,0.28,"Foggy starting in the afternoon, continuing until evening.",1453033096,1453067750,0.73,25.4,0.71,0.0,0.0,0.0,1008.65,41.31,1453006800,29.25,1453082400,8.39,10.01,1453017600,1.92
1453140000,partly-cloudy-day,0.32,"Partly cloudy starting in the afternoon, continuing until evening.",1453119467,1453154219,0.29,10.31,0.56,0.0,0.0,0.0,1009.91,29.41,1453093200,18.53,1453176000,9.74,20.21,1453140000,5.84
1453226400,partly-cloudy-night,0.35,Partly cloudy overnight.,1453205835,1453240688,0.12,6.41,0.5,0.0,0.0,0.0,1016.83,28.56,1453237200,16.18,1453204800,10.0,21.44,1453230000,6.88
1453312800,partly-cloudy-night,0.39,Partly cloudy throughout the day.,1453292202,1453327159,0.42,17.88,0.57,0.0,0.0,0.0,1020.53,36.68,1453316400,27.4,1453291200,10.0,16.71,1453266000,3.12
1453399200,partly-cloudy-night,0.42,"Partly cloudy starting in the afternoon, continuing until evening.",1453378566,1453413630,0.31,15.4,0.54,0.0,0.0,0.0,1020.56,35.97,1453402800,25.94,1453377600,10.0,13.97,1453410000,3.91
1453485600,fog,0.46,Foggy overnight.,1453464929,1453500101,0.43,8.92,0.49,0.0,0.0,0.0,1023.47,28.79,1453492800,19.99,1453464000,9.76,12.34,1453442400,2.75
1453572000,fog,0.49,Foggy until evening.,1453551289,1453586574,1.0,23.11,0.89,0.0001,0.0007,0.07,1007.48,27.49,1453572000,24.33,1453543200,0.97,22.19,1453564800,7.06
1453658400,partly-cloudy-night,0.53,Partly cloudy starting in the evening.,1453637648,1453673046,0.35,16.0,0.64,0.0009,0.0069,0.45,1013.39,34.59,1453669200,19.81,1453640400,9.4,16.57,1453611600,3.26
1453744800,partly-cloudy-day,0.56,Partly cloudy until evening.,1453724005,1453759519,0.35,20.56,0.69,0.0008,0.0054,0.47,1024.15,37.25,1453752000,21.18,1453723200,9.96,4.59,1453748400,0.25
1453831200,partly-cloudy-day,0.59,Partly cloudy throughout the day.,1453810359,1453845993,0.46,30.4,0.73,0.0003,0.0025,0.29,1017.29,47.46,1453838400,28.23,1453784400,9.98,9.49,1453827600,1.75
1453917600,partly-cloudy-day,0.62,Mostly cloudy until evening.,1453896712,1453932466,0.57,27.01,0.59,0.0,0.0,0.0,1016.7,44.71,1453924800,31.67,1453953600,9.99,13.98,1453917600,2.6
1454004000,partly-cloudy-night,0.65,Mostly cloudy starting in the afternoon.,1453983063,1454018940,0.31,22.66,0.66,0.0,0.0,0.0,1013.35,42.77,1454007600,22.56,1453982400,10.0,9.69,1454004000,0.85
1454090400,partly-cloudy-day,0.68,Mostly cloudy until evening.,1454069413,1454105415,0.66,24.62,0.65,0.0,0.0,0.0,1001.35,40.54,1454097600,30.58,1454068800,9.9,16.13,1454115600,3.0
1454176800,partly-cloudy-day,0.71,Partly cloudy until afternoon.,1454155760,1454191889,0.16,19.9,0.59,0.0,0.0,0.0,1016.16,39.53,1454184000,26.36,1454155200,10.0,13.37,1454130000,1.8
1454263200,partly-cloudy-day,0.74,Partly cloudy throughout the day.,1454242106,1454278364,0.29,30.28,0.65,0.0,0.0,0.0,1012.78,54.94,1454270400,33.01,1454234400,10.0,6.56,1454263200,1.12
1454349600,partly-cloudy-night,0.77,Partly cloudy in the morning.,1454328450,1454364839,0.54,36.77,0.67,0.0002,0.0016,0.27,1010.35,58.47,1454349600,40.08,1454313600,9.96,9.43,1454342400,1.37
1454436000,partly-cloudy-night,0.8,Partly cloudy overnight.,1454414792,1454451314,0.08,28.29,0.61,0.0,0.0,0.0,1024.97,49.6,1454443200,32.2,1454414400,10.0,7.58,1454428800,0.38
1454522400,rain,0.83,"Rain starting in the afternoon, continuing until evening.",1454501133,1454537789,0.84,45.2,0.88,0.0245,0.1466,1.0,1018.05,55.41,1454533200,36.73,1454479200,7.74,13.19,1454547600,2.11
1454608800,cloudy,0.86,Overcast throughout the day.,1454587471,1454624263,0.97,42.12,0.73,0.0003,0.0023,0.46,1014.97,54.86,1454569200,43.95,1454644800,9.02,11.97,1454598000,1.74
1454695200,snow,0.9,Mixed precipitation in the morning and afternoon.,1454673809,1454710738,0.67,26.81,0.73,0.0081,0.0368,0.96,1020.38,42.91,1454648400,31.47,1454731200,6.87,16.55,1454706000,3.27
1454781600,partly-cloudy-day,0.93,Partly cloudy until evening.,1454760145,1454797213,0.17,21.6,0.63,0.0011,0.0069,0.47,1027.55,39.91,1454788800,25.5,1454760000,10.0,9.54,1454792400,1.31
1454868000,partly-cloudy-night,0.96,Partly cloudy starting in the afternoon.,1454846479,1454883688,0.21,25.18,0.64,0.0002,0.0019,0.24,1019.71,45.92,1454871600,27.17,1454842800,9.98,9.03,1454904000,0.47
1454954400,cloudy,0.99,Overcast throughout the day.,1454932811,1454970163,0.87,26.06,0.71,0.0,0.0,0.0,1008.25,38.57,1454907600,28.81,1454990400,8.83,14.7,1454918400,4.08
1455040800,cloudy,0.04,Overcast throughout the day.,1455019143,1455056637,0.95,24.62,0.79,0.0003,0.0023,0.38,1003.69,34.57,1455051600,27.08,1455015600,9.46,8.43,1455026400,1.52
1455127200,partly-cloudy-day,0.07,Mostly cloudy throughout the day.,1455105472,1455143111,0.88,25.24,0.71,0.0002,0.0018,0.32,1003.62,38.35,1455127200,31.04,1455163200,7.79,12.89,1455134400,3.09
1455213600,partly-cloudy-night,0.11,Mostly cloudy in the morning.,1455191801,1455229585,0.58,5.91,0.46,0.0,0.0,0.0,1013.34,30.68,1455166800,18.87,1455249600,9.72,20.98,1455220800,6.35
1455300000,partly-cloudy-night,0.15,Mostly cloudy throughout the day.,1455278128,1455316059,0.46,3.75,0.47,0.0,0.0,0.0,1020.57,26.13,1455303600,14.74,1455278400,10.0,14.75,1455256800,2.81
1455386400,partly-cloudy-day,0.19,Partly cloudy until afternoon.,1455364453,1455402533,0.38,-0.13,0.49,0.0,0.0,0.0,1018.06,22.02,1455339600,6.34,1455418800,9.98,22.86,1455393600,6.32
1455472800,partly-cloudy-night,0.23,Partly cloudy overnight.,1455450778,1455489007,0.09,-11.26,0.4,0.0,0.0,0.0,1031.87,15.68,1455483600,0.21,1455451200,10.0,17.61,1455426000,4.05
1455559200,rain,0.26,Rain overnight.,1455537101,1455575480,0.83,11.43,0.69,0.0037,0.0622,0.84,1029.95,33.05,1455595200,11.19,1455530400,6.3,5.47,1455552000,0.85
1455645600,rain,0.3,Heavy rain in the morning and afternoon.,1455623422,1455661953,0.89,42.64,0.89,0.034,0.3057,1.0,1007.4,53.33,1455649200,33.79,1455598800,6.07,22.93,1455645600,2.87
1455732000,partly-cloudy-day,0.34,Mostly cloudy until evening.,1455709743,1455748425,0.76,27.77,0.69,0.0,0.0,0.0,1015.37,39.11,1455728400,33.34,1455768000,10.0,11.24,1455696000,3.19
1455818400,clear-day,0.37,Clear throughout the day.,1455796062,1455834897,0.09,11.98,0.46,0.0,0.0,0.0,1029.07,35.53,1455829200,27.35,1455854400,10.0,14.35,1455811200,4.26
1455904800,partly-cloudy-day,0.4,Mostly cloudy throughout the day.,1455882380,1455921369,0.41,16.28,0.56,0.0,0.0,0.0,1031.52,36.87,1455940800,21.67,1455883200,10.0,19.06,1455926400,1.35
1455991200,partly-cloudy-night,0.44,Mostly cloudy in the morning.,1455968697,1456007841,0.42,34.1,0.57,0.0,0.0,0.0,1013.61,61.49,1456002000,38.4,1455944400,10.0,20.12,1455944400,3.84
1456077600,partly-cloudy-day,0.47,Mostly cloudy throughout the day.,1456055013,1456094312,0.48,36.28,0.63,0.0015,0.0144,0.88,1012.44,55.14,1456084800,40.49,1456056000,9.98,9.22,1456070400,0.96
1456164000,partly-cloudy-night,0.49,Partly cloudy starting in the evening.,1456141328,1456180783,0.32,29.04,0.59,0.0001,0.0015,0.3,1019.51,51.7,1456171200,35.49,1456142400,10.0,7.78,1456156800,1.02
1456250400,rain,0.53,Light rain starting in the afternoon.,1456227642,1456267254,0.84,29.81,0.77,0.0102,0.037,1.0,1024.6,39.72,1456239600,34.83,1456218000,7.63,14.89,1456275600,4.23
1456336800,rain,0.56,"Rain until afternoon, starting again in the evening.",1456313955,1456353724,1.0,44.16,0.94,0.0363,0.1529,1.0,1009.87,59.55,1456372800,36.1,1456290000,2.67,24.58,1456369200,2.86
1456423200,partly-cloudy-day,0.59,Mostly cloudy throughout the day.,1456400267,1456440194,0.86,42.03,0.78,0.0137,0.1682,1.0,992.98,59.6,1456376400,38.38,1456459200,9.45,22.02,1456376400,5.05
1456509600,partly-cloudy-night,0.62,Mostly cloudy in the morning.,1456486578,1456526663,0.39,14.74,0.46,0.0,0.0,0.0,1010.72,38.02,1456462800,27.89,1456545600,10.0,19.26,1456495200,6.17
1456596000,partly-cloudy-day,0.65,Partly cloudy in the morning.,1456572888,1456613132,0.16,16.3,0.5,0.0,0.0,0.0,1018.02,41.06,1456606800,25.21,1456574400,10.0,12.4,1456549200,2.69
1456682400,partly-cloudy-day,0.68,Partly cloudy in the morning.,1456659198,1456699601,0.15,28.39,0.49,0.0,0.0,0.0,1012.46,60.94,1456693200,35.73,1456653600,10.0,14.66,1456689600,3.67
1456768800,partly-cloudy-day,0.71,Mostly cloudy until afternoon.,1456745506,1456786069,0.31,35.36,0.59,0.0016,0.0245,0.99,1005.73,60.04,1456776000,42.8,1456740000,9.89,16.73,1456776000,3.39
1456855200,partly-cloudy-night,0.74,Mostly cloudy starting in the evening.,1456831814,1456872537,0.39,29.61,0.57,0.0,0.0,0.0,1016.47,49.83,1456858800,38.79,1456833600,10.0,12.26,1456869600,0.6
1456941600,rain,0.78,Light rain in the morning.,1456918121,1456959005,0.47,27.19,0.57,0.0068,0.0442,1.0,1006.32,52.43,1456909200,29.75,1456977600,9.66,21.83,1456934400,4.63
1457028000,partly-cloudy-night,0.81,Mostly cloudy throughout the day.,1457004428,1457045472,0.41,11.46,0.45,0.0,0.0,0.0,1022.99,35.74,1457035200,25.36,1457002800,10.0,13.39,1456981200,2.29
1457114400,fog,0.84,Foggy in the morning.,1457090733,1457131939,0.7,24.19,0.72,0.0014,0.0077,0.58,1018.88,38.42,1457128800,29.02,1457092800,6.77,13.55,1457125200,2.81
1457200800,partly-cloudy-day,0.88,Partly cloudy until evening.,1457177038,1457218406,0.31,16.49,0.51,0.0,0.0002,0.0,1021.46,39.88,1457211600,27.72,1457179200,10.0,9.64,1457186400,1.49
1457287200,partly-cloudy-day,0.91,Mostly cloudy until afternoon.,1457263343,1457304872,0.44,19.36,0.52,0.0,0.0,0.0,1024.73,44.19,1457298000,29.19,1457254800,10.0,7.19,1457290800,0.57
1457373600,partly-cloudy-day,0.95,"Partly cloudy starting in the afternoon, continuing until evening.",1457349646,1457391338,0.17,32.94,0.62,0.0,0.0,0.0,1020.97,60.43,1457384400,32.35,1457341200,9.54,15.87,1457370000,2.75
1457460000,partly-cloudy-day,0.99,Partly cloudy until evening.,1457435950,1457477804,0.36,38.76,0.63,0.0,0.0,0.0,1019.87,64.45,1457460000,42.47,1457434800,9.56,9.65,1457463600,0.8
1457546400,partly-cloudy-night,0.02,Partly cloudy starting in the evening.,1457522253,1457564270,0.21,41.51,0.58,0.0,0.0,0.0,1018.26,77.26,1457550000,39.88,1457521200,7.97,18.61,1457557200,1.48
1457632800,partly-cloudy-day,0.06,Mostly cloudy throughout the day.,1457608555,1457650735,0.55,49.34,0.5,0.0,0.0,0.0,1014.14,77.88,1457640000,59.45,1457611200,10.0,9.41,1457643600,1.76
1457719200,partly-cloudy-day,0.1,Partly cloudy until evening.,1457694857,1457737200,0.58,44.1,0.62,0.0012,0.0143,0.97,1019.15,66.58,1457672400,48.35,1457755200,9.9,15.29,1457708400,3.3
1457805600,partly-cloudy-day,0.14,Partly cloudy throughout the day.,1457781158,1457823664,0.3,34.95,0.58,0.0,0.0,0.0,1023.24,57.86,1457809200,37.91,1457780400,10.0,10.47,1457809200,0.97
1457892000,partly-cloudy-day,0.17,Mostly cloudy throughout the day.,1457867460,1457910129,0.58,36.3,0.52,0.0,0.0,0.0,1016.99,61.15,1457899200,48.64,1457866800,10.0,8.11,1457888400,0.24
1457978400,rain,0.21,Rain in the morning and evening.,1457953764,1457996589,1.0,38.3,0.78,0.0134,0.0591,1.0,1017.79,51.0,1457928000,41.45,1457989200,7.37,15.9,1457974800,4.29
1458064800,partly-cloudy-day,0.25,Mostly cloudy throughout the day.,1458040065,1458083053,0.86,44.35,0.85,0.0008,0.0081,0.79,1009.14,55.72,1458079200,43.76,1458014400,8.27,13.35,1458018000,2.6
1458151200,rain,0.28,Light rain in the evening.,1458126365,1458169517,0.5,45.42,0.78,0.0013,0.0181,0.82,1009.77,64.11,1458154800,42.9,1458126000,9.86,9.55,1458158400,0.95
1458237600,partly-cloudy-day,0.32,Mostly cloudy until evening.,1458212665,1458255981,0.5,40.88,0.7,0.0002,0.0019,0.28,1009.99,61.14,1458234000,45.01,1458205200,9.89,16.31,1458237600,1.63
1458324000,partly-cloudy-day,0.35,Partly cloudy until evening.,1458298965,1458342444,0.28,30.05,0.48,0.0,0.0,0.0,1009.71,56.16,1458320400,44.96,1458356400,10.0,19.86,1458316800,4.17
1458410400,partly-cloudy-day,0.38,Partly cloudy throughout the day.,1458385265,1458428907,0.33,20.01,0.44,0.0,0.0,0.0,1018.32,45.8,1458421200,34.72,1458385200,10.0,10.47,1458360000,1.41
1458496800,partly-cloudy-day,0.42,Mostly cloudy throughout the day.,1458471564,1458515370,0.73,18.96,0.5,0.0,0.0002,0.0,1018.9,41.16,1458504000,32.95,1458475200,9.13,11.88,1458478800,3.28
1458583200,partly-cloudy-night,0.45,Mostly cloudy in the morning.,1458557864,1458601833,0.51,24.23,0.6,0.0018,0.0168,0.66,1011.01,49.09,1458586800,32.37,1458558000,8.23,19.37,1458594000,3.7
1458669600,partly-cloudy-night,0.48,Partly cloudy starting in the evening.,1458644164,1458688296,0.19,23.65,0.45,0.0,0.0,0.0,1018.98,55.11,1458680400,33.43,1458644400,10.0,13.77,1458619200,3.2
1458756000,partly-cloudy-day,0.51,Partly cloudy until evening.,1458730463,1458774759,0.29,35.19,0.48,0.0,0.0,0.0,1014.34,70.26,1458766800,45.59,1458720000,10.0,10.87,1458756000,2.46
1458842400,partly-cloudy-day,0.54,Mostly cloudy throughout the day.,1458816763,1458861221,0.56,39.1,0.72,0.0,0.0,0.0,1016.63,52.49,1458846000,43.96,1458817200,9.09,13.76,1458838800,3.66
1458928800,partly-cloudy-day,0.57,Mostly cloudy until evening.,1458903062,1458947684,0.8,48.01,0.73,0.0014,0.0249,0.64,1008.05,70.78,1458932400,45.56,1458878400,7.33,12.42,1458961200,1.42
1459015200,partly-cloudy-day,0.6,Partly cloudy throughout the day.,1458989362,1459034146,0.39,32.81,0.64,0.0,0.0,0.0,1024.91,52.4,1459018800,37.33,1458990000,10.0,12.16,1458964800,1.32
1459101600,partly-cloudy-day,0.63,Mostly cloudy throughout the day.,1459075662,1459120609,0.8,37.65,0.75,0.0,0.0,0.0,1027.23,51.8,1459105200,42.06,1459058400,10.0,10.11,1459105200,1.77
1459188000,rain,0.66,Rain until afternoon.,1459161962,1459207071,0.91,40.95,0.77,0.0138,0.0803,1.0,1006.98,61.34,1459198800,42.36,1459155600,7.11,24.06,1459202400,1.7
1459274400,partly-cloudy-night,0.69,Mostly cloudy in the morning.,1459248262,1459293533,0.29,23.2,0.4,0.0,0.0,0.0,1013.17,52.82,1459281600,42.17,1459306800,10.0,23.25,1459227600,7.23
1459360800,partly-cloudy-night,0.72,Partly cloudy starting in the evening.,1459334563,1459379996,0.11,22.61,0.43,0.0,0.0,0.0,1025.38,53.95,1459364400,32.43,1459335600,10.0,13.3,1459368000,1.77
1459447200,partly-cloudy-day,0.75,Partly cloudy throughout the day.,1459420863,1459466458,0.41,44.79,0.6,0.0,0.0,0.0,1014.62,71.61,1459454400,45.8,1459418400,9.99,18.72,1459440000,3.91
1459533600,partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1459507164,1459552920,0.85,59.02,0.75,0.0031,0.047,0.77,1002.72,78.21,1459540800,63.19,1459483200,9.48,15.71,1459537200,3.24
1459620000,rain,0.82,"Rain until afternoon, starting again overnight.",1459593466,1459639383,0.85,43.99,0.71,0.0055,0.0472,1.0,999.42,61.66,1459569600,49.24,1459609200,9.55,10.5,1459630800,1.03
1459706400,partly-cloudy-day,0.86,Mostly cloudy throughout the day.,1459679767,1459725845,0.56,20.49,0.5,0.006,0.0806,0.98,1005.03,48.7,1459656000,34.54,1459688400,9.76,29.29,1459684800,6.53
1459792800,rain,0.9,Rain until evening.,1459766069,1459812307,0.99,30.25,0.74,0.0143,0.0587,1.0,1012.91,43.06,1459792800,31.31,1459825200,8.06,13.44,1459821600,1.74
1459879200,partly-cloudy-night,0.93,Mostly cloudy in the morning.,1459852372,1459898770,0.33,12.48,0.45,0.0,0.0,0.0,1024.18,41.69,1459890000,25.68,1459854000,10.0,17.37,1459861200,4.54
1459965600,partly-cloudy-day,0.97,Partly cloudy throughout the day.,1459938675,1459985232,0.27,19.38,0.47,0.0,0.0,0.0,1024.71,46.79,1459969200,27.07,1459936800,10.0,17.0,1459976400,2.96
1460052000,rain,0.01,Light rain in the afternoon.,1460024978,1460071695,0.76,45.87,0.78,0.0046,0.0448,1.0,1002.74,57.62,1460062800,44.53,1460001600,9.35,18.67,1460055600,3.13
1460138400,partly-cloudy-day,0.05,Mostly cloudy throughout the day.,1460111282,1460158157,0.55,30.42,0.57,0.0,0.0,0.0,1002.66,51.13,1460088000,38.48,1460170800,10.0,17.31,1460138400,4.75
1460224800,rain,0.09,Light rain in the afternoon.,1460197587,1460244620,0.71,28.65,0.69,0.0026,0.0211,0.96,1008.18,42.77,1460217600,31.61,1460196000,9.3,14.48,1460257200,1.63
1460311200,partly-cloudy-night,0.12,Mostly cloudy starting in the evening.,1460283892,1460331083,0.25,19.7,0.44,0.0,0.0,0.0,1024.12,49.6,1460318400,30.95,1460286000,10.0,15.63,1460260800,2.35
1460397600,partly-cloudy-day,0.16,Mostly cloudy throughout the day.,1460370198,1460417546,0.81,39.22,0.63,0.0003,0.0045,0.41,1020.98,62.99,1460401200,42.8,1460354400,9.98,13.47,1460394000,3.46
1460484000,rain,0.2,Rain in the morning.,1460456504,1460504008,0.54,40.46,0.66,0.0068,0.059,1.0,1017.21,57.86,1460494800,45.63,1460476800,9.2,15.25,1460502000,2.0
1460570400,partly-cloudy-night,0.23,Partly cloudy overnight.,1460542811,1460590471,0.06,27.88,0.49,0.0,0.0,0.0,1027.52,55.5,1460581200,37.83,1460541600,10.0,11.54,1460556000,0.87
1460656800,partly-cloudy-night,0.26,Partly cloudy in the morning.,1460629119,1460676934,0.14,30.72,0.52,0.0,0.0,0.0,1027.07,60.12,1460664000,39.93,1460620800,10.0,8.64,1460671200,0.91
1460743200,clear-day,0.3,Clear throughout the day.,1460715428,1460763398,0.02,31.6,0.54,0.0,0.0,0.0,1029.61,62.96,1460754000,38.15,1460714400,10.0,7.62,1460732400,0.5
1460829600,partly-cloudy-day,0.33,"Partly cloudy starting in the afternoon, continuing until evening.",1460801737,1460849861,0.15,29.06,0.47,0.0,0.0,0.0,1030.21,66.36,1460840400,40.36,1460800800,10.0,10.61,1460815200,1.2
1460916000,clear-day,0.36,Clear throughout the day.,1460888047,1460936324,0.07,34.2,0.5,0.0,0.0,0.0,1028.64,72.52,1460923200,40.99,1460887200,10.0,6.93,1460919600,0.28
1461002400,partly-cloudy-day,0.39,Partly cloudy starting in the afternoon.,1460974358,1461022787,0.17,34.7,0.39,0.0,0.0,0.0,1021.8,79.22,1461009600,45.32,1460973600,10.0,9.14,1461020400,0.42
1461088800,partly-cloudy-day,0.42,Partly cloudy until evening.,1461060670,1461109251,0.3,35.1,0.36,0.0,0.0,0.0,1015.95,69.89,1461096000,56.53,1461056400,10.0,16.56,1461081600,3.39
1461175200,clear-day,0.45,Clear throughout the day.,1461146982,1461195714,0.02,25.74,0.32,0.0,0.0,0.0,1022.94,66.99,1461182400,48.21,1461146400,10.0,12.07,1461164400,1.52
1461261600,partly-cloudy-night,0.48,Partly cloudy starting in the evening.,1461233296,1461282178,0.17,39.0,0.47,0.0,0.0,0.0,1019.23,73.01,1461268800,44.71,1461232800,10.0,13.0,1461261600,2.31
1461348000,rain,0.52,Light rain overnight.,1461319610,1461368641,0.45,54.41,0.6,0.0,0.0,0.0,1011.93,79.15,1461351600,57.9,1461319200,9.96,9.55,1461355200,1.79
