Day,Detail,Moonphase,Summary,Sunrise,Sunset,cloudCover,dewPoint,humidity,precipIntensity,precipIntensityMax,precipProbability,pressure,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,visibility,windGust,windGustTime,windSpeed
1461434400,rain,0.55,Light rain in the morning.,1461405926,1461455105,0.67,50.75,0.66,0.0058,0.0425,1.0,1009.86,69.31,1461441600,56.8,1461466800,9.06,12.63,1461452400,2.36
1461520800,clear-day,0.58,Clear throughout the day.,1461492243,1461541569,0.07,27.29,0.35,0.0,0.0,0.0,1016.76,66.73,1461531600,45.62,1461492000,10.0,9.86,1461470400,1.22
1461607200,partly-cloudy-day,0.61,Partly cloudy throughout the day.,1461578560,1461628032,0.44,41.84,0.57,0.0,0.0,0.0,1014.83,66.77,1461614400,48.39,1461564000,10.0,7.3,1461610800,0.73
1461693600,rain,0.64,Rain in the morning.,1461664879,1461714496,0.85,49.56,0.83,0.0083,0.0931,0.93,1007.1,61.61,1461693600,47.3,1461726000,7.82,9.81,1461657600,1.79
1461780000,partly-cloudy-day,0.67,Mostly cloudy until afternoon.,1461751199,1461800959,0.66,42.26,0.7,0.0,0.0,0.0,1012.37,59.36,1461790800,46.41,1461744000,10.0,9.21,1461794400,0.6
1461866400,partly-cloudy-day,0.7,Mostly cloudy throughout the day.,1461837519,1461887423,0.45,34.18,0.55,0.0,0.0002,0.0,1016.3,56.68,1461862800,46.81,1461837600,9.97,8.92,1461873600,0.91
1461952800,cloudy,0.74,Overcast throughout the day.,1461923841,1461973886,1.0,37.33,0.62,0.0007,0.0072,0.72,1018.77,54.88,1461952800,46.57,1461985200,9.99,11.47,1461945600,2.19
1462039200,partly-cloudy-day,0.77,Mostly cloudy until evening.,1462010165,1462060350,0.63,39.84,0.63,0.0003,0.0068,0.65,1022.55,61.81,1462042800,46.3,1462010400,10.0,8.19,1462053600,0.88
1462125600,rain,0.81,"Light rain until afternoon, starting again in the evening.",1462096489,1462146813,0.88,42.47,0.82,0.0073,0.0351,1.0,1021.5,49.63,1462075200,44.99,1462158000,7.83,7.68,1462122000,1.33
1462212000,rain,0.85,Rain overnight.,1462182815,1462233276,0.83,47.75,0.9,0.0,0.0003,0.0,1014.79,59.46,1462226400,45.0,1462161600,6.25,4.08,1462219200,0.2
1462298400,rain,0.88,Rain until afternoon.,1462269142,1462319739,0.99,50.92,0.93,0.0222,0.0958,1.0,1010.81,53.76,1462251600,50.87,1462330800,5.29,6.03,1462294800,1.15
1462384800,cloudy,0.92,Overcast throughout the day.,1462355470,1462406202,1.0,47.0,0.89,0.0016,0.0144,0.81,1008.1,51.21,1462374000,49.01,1462417200,8.53,10.13,1462377600,2.16
1462471200,cloudy,0.96,Overcast throughout the day.,1462441800,1462492665,1.0,44.92,0.78,0.0,0.0,0.0,1005.04,56.97,1462478400,46.56,1462442400,9.8,11.96,1462478400,3.62
1462557600,rain,0.01,Rain until afternoon.,1462528130,1462579127,1.0,47.27,0.89,0.0171,0.0633,1.0,1006.33,52.67,1462507200,48.69,1462536000,7.3,13.97,1462561200,3.55
1462644000,partly-cloudy-day,0.04,Mostly cloudy throughout the day.,1462614463,1462665590,0.92,49.01,0.89,0.0003,0.0031,0.34,1008.15,57.99,1462658400,48.62,1462608000,7.76,7.05,1462593600,0.9
1462730400,rain,0.07,Rain in the morning.,1462700797,1462752052,0.63,42.14,0.67,0.0044,0.054,0.96,1006.39,65.03,1462737600,48.43,1462687200,7.83,18.76,1462734000,2.06
1462816800,partly-cloudy-day,0.11,Partly cloudy until evening.,1462787132,1462838513,0.31,39.0,0.48,0.0,0.0,0.0,1015.01,72.07,1462824000,46.18,1462780800,10.0,16.87,1462816800,2.54
1462903200,partly-cloudy-day,0.15,Partly cloudy throughout the day.,1462873468,1462924974,0.3,34.43,0.45,0.0,0.0,0.0,1022.55,61.38,1462899600,47.23,1462874400,10.0,10.0,1462906800,0.78
1462989600,partly-cloudy-night,0.18,Partly cloudy starting in the evening.,1462959806,1463011435,0.18,42.55,0.53,0.0,0.0,0.0,1020.81,74.8,1462996800,47.41,1462957200,10.0,8.03,1463004000,0.59
1463076000,partly-cloudy-night,0.21,Partly cloudy overnight.,1463046146,1463097896,0.07,45.34,0.54,0.0,0.0,0.0,1018.86,76.32,1463076000,51.88,1463047200,9.94,8.38,1463079600,0.99
1463162400,rain,0.25,"Rain starting in the afternoon, continuing until evening.",1463132487,1463184356,0.81,56.67,0.86,0.0067,0.0601,0.96,1011.14,64.44,1463155200,55.82,1463119200,7.36,6.27,1463158800,0.6
1463248800,partly-cloudy-day,0.28,Mostly cloudy throughout the day.,1463218830,1463270815,0.54,54.13,0.74,0.0002,0.004,0.22,1006.31,72.11,1463241600,54.49,1463220000,9.38,12.48,1463263200,1.52
1463335200,partly-cloudy-day,0.31,Mostly cloudy throughout the day.,1463305174,1463357274,0.61,36.49,0.56,0.0,0.0,0.0,1008.53,57.09,1463284800,45.59,1463367600,10.0,16.55,1463349600,4.91
1463421600,partly-cloudy-day,0.34,Partly cloudy until afternoon.,1463391520,1463443733,0.15,31.27,0.45,0.0,0.0,0.0,1017.3,66.19,1463436000,41.2,1463392800,10.0,18.11,1463418000,4.53
1463508000,partly-cloudy-day,0.37,Mostly cloudy throughout the day.,1463477867,1463530191,0.64,42.88,0.58,0.0,0.0,0.0,1021.1,65.77,1463504400,53.88,1463479200,10.0,9.84,1463508000,2.29
1463594400,partly-cloudy-day,0.4,Mostly cloudy throughout the day.,1463564216,1463616648,0.65,43.21,0.61,0.0,0.0,0.0,1019.81,66.77,1463594400,51.11,1463558400,9.95,8.19,1463601600,0.75
1463680800,partly-cloudy-day,0.43,Mostly cloudy until evening.,1463650567,1463703105,0.73,45.97,0.61,0.0,0.0005,0.0,1018.94,69.85,1463677200,53.26,1463648400,10.0,8.32,1463691600,0.75
1463767200,clear-day,0.46,Clear throughout the day.,1463736920,1463789561,0.06,43.38,0.51,0.0,0.0,0.0,1022.56,75.28,1463774400,50.68,1463738400,10.0,7.52,1463763600,0.2
1463853600,rain,0.48,Light rain overnight.,1463823274,1463876016,0.58,47.07,0.66,0.0005,0.0065,0.67,1018.34,63.84,1463850000,52.07,1463824800,9.99,8.02,1463857200,0.8
1463940000,partly-cloudy-day,0.53,Mostly cloudy throughout the day.,1463909630,1463962470,0.88,50.95,0.74,0.0041,0.0269,0.94,1010.09,69.14,1463943600,52.73,1463911200,9.96,6.49,1463940000,0.42
1464026400,partly-cloudy-day,0.56,Mostly cloudy starting in the afternoon.,1463995988,1464048923,0.42,52.53,0.69,0.0004,0.0068,0.35,1012.23,74.93,1464026400,53.03,1463994000,9.85,7.58,1464022800,0.65
1464112800,rain,0.59,Light rain in the morning.,1464082347,1464135376,0.91,55.87,0.76,0.0045,0.0174,0.85,1012.82,73.33,1464120000,58.03,1464080400,9.53,5.47,1464112800,0.56
1464199200,clear-day,0.62,Clear throughout the day.,1464168709,1464221828,0.06,50.75,0.51,0.0,0.0,0.0,1016.92,88.17,1464206400,55.93,1464170400,9.9,9.31,1464210000,1.56
1464285600,partly-cloudy-night,0.65,Partly cloudy starting in the evening.,1464255072,1464308278,0.12,54.24,0.46,0.0,0.0,0.0,1017.85,90.09,1464285600,67.09,1464256800,9.92,9.25,1464292800,1.26
1464372000,partly-cloudy-day,0.69,Partly cloudy throughout the day.,1464341437,1464394728,0.37,63.16,0.64,0.0,0.0,0.0,1017.19,85.7,1464368400,67.81,1464343200,9.74,10.27,1464375600,1.49
1464458400,partly-cloudy-day,0.72,Partly cloudy starting in the evening.,1464427804,1464481177,0.19,65.14,0.63,0.0,0.0,0.0,1018.94,90.77,1464458400,69.26,1464429600,9.95,9.27,1464469200,1.85
1464544800,rain,0.76,Rain overnight.,1464514172,1464567624,0.24,62.51,0.62,0.0,0.0,0.0,1019.28,86.84,1464544800,68.42,1464516000,9.98,10.46,1464548400,1.71
1464631200,rain,0.8,Rain in the morning.,1464600543,1464654071,0.83,67.86,0.84,0.0278,0.1376,1.0,1014.91,80.38,1464631200,68.21,1464606000,8.21,6.69,1464656400,1.16
1464717600,partly-cloudy-day,0.83,Mostly cloudy until afternoon.,1464686915,1464740516,0.51,64.75,0.71,0.0,0.0,0.0,1013.8,83.14,1464721200,69.27,1464688800,9.87,7.31,1464724800,0.65
1464804000,partly-cloudy-day,0.87,Partly cloudy in the morning.,1464773290,1464826960,0.19,57.82,0.61,0.0,0.0,0.0,1018.12,82.38,1464800400,65.19,1464775200,9.96,9.16,1464818400,1.36
1464890400,cloudy,0.91,Overcast starting in the evening.,1464859666,1464913403,0.35,59.02,0.76,0.0,0.0,0.0,1019.89,74.06,1464894000,60.97,1464861600,9.93,8.64,1464904800,1.71
1464976800,cloudy,0.95,Overcast throughout the day.,1464946044,1464999844,0.98,61.53,0.87,0.0008,0.0078,0.78,1017.67,68.91,1464991200,63.04,1464944400,8.8,3.4,1464973200,0.63
1465063200,partly-cloudy-day,0.98,Mostly cloudy throughout the day.,1465032424,1465086284,0.86,65.14,0.79,0.0003,0.0033,0.21,1015.04,82.46,1465066800,65.24,1465012800,8.95,5.46,1465070400,0.83
1465149600,rain,0.03,Rain in the afternoon and evening.,1465118806,1465172723,0.9,64.18,0.89,0.0182,0.1644,0.98,1007.96,71.71,1465164000,65.65,1465120800,7.93,8.41,1465167600,1.22
1465236000,partly-cloudy-night,0.06,Partly cloudy starting in the afternoon.,1465205190,1465259160,0.48,61.75,0.68,0.0,0.0,0.0,1004.13,83.76,1465239600,65.83,1465189200,9.45,10.64,1465239600,2.6
1465322400,partly-cloudy-day,0.1,Partly cloudy until evening.,1465291576,1465345596,0.38,59.04,0.6,0.0,0.0002,0.0,999.98,84.28,1465322400,67.14,1465354800,9.94,11.19,1465326000,2.15
1465408800,rain,0.13,Rain in the afternoon.,1465377964,1465432030,0.44,49.1,0.66,0.0139,0.1511,0.98,1003.66,66.61,1465398000,53.52,1465412400,9.35,12.88,1465423200,4.02
1465495200,clear-day,0.16,Clear throughout the day.,1465464354,1465518463,0.24,41.65,0.48,0.0,0.0,0.0,1009.69,71.71,1465506000,53.24,1465466400,10.0,16.1,1465491600,4.74
1465581600,clear-day,0.2,Clear throughout the day.,1465550746,1465604894,0.05,40.48,0.4,0.0,0.0,0.0,1014.88,77.23,1465592400,55.97,1465552800,10.0,12.55,1465567200,2.87
1465668000,partly-cloudy-day,0.23,Partly cloudy throughout the day.,1465637139,1465691324,0.42,56.89,0.58,0.0,0.0,0.0,1011.7,87.97,1465682400,54.34,1465635600,10.0,10.57,1465660800,1.69
1465754400,partly-cloudy-night,0.26,Partly cloudy starting in the afternoon.,1465723535,1465777751,0.23,55.24,0.51,0.0,0.0,0.0,1004.62,83.36,1465743600,63.53,1465786800,9.98,17.76,1465765200,4.23
1465840800,partly-cloudy-day,0.29,Partly cloudy throughout the day.,1465809932,1465864178,0.41,48.76,0.56,0.0,0.0,0.0,1009.54,73.22,1465844400,56.99,1465812000,10.0,14.33,1465840800,4.64
1465927200,clear-day,0.32,Clear throughout the day.,1465896332,1465950602,0.17,47.19,0.48,0.0,0.0,0.0,1012.48,79.3,1465941600,58.15,1465898400,10.0,9.92,1465912800,2.66
1466013600,partly-cloudy-night,0.35,Partly cloudy starting in the evening.,1465982733,1466037025,0.11,51.42,0.49,0.0,0.0,0.0,1012.99,84.25,1466017200,58.85,1465984800,10.0,8.04,1466020800,0.84
1466100000,partly-cloudy-day,0.38,Mostly cloudy throughout the day.,1466069137,1466123446,0.86,61.18,0.74,0.0013,0.0162,0.55,1008.34,72.93,1466118000,66.29,1466132400,9.72,3.64,1466100000,0.18
1466186400,partly-cloudy-day,0.41,Partly cloudy until evening.,1466155542,1466209865,0.4,55.4,0.64,0.0,0.0,0.0,1013.27,75.34,1466193600,62.73,1466157600,9.98,10.11,1466190000,1.25
