UNIX DATE,DATE,HOUR,DAY,MONTH,YEAR,BOROUGH,DEATHS,INJURIES,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,Detail,Moonphase,Summary,Sunrise,Sunset,cloudCover,dewPoint,humidity,precipIntensity,precipIntensityMax,precipProbability,pressure,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,visibility,windGust,windGustTime,windSpeed
1546279200,12/31/2018,18,Monday,12,2018,BRONX,0.0,0,10454.0,40.807556,-73.919235,"(40.807556, -73.919235)",rain,0.83,Rain starting in the afternoon.,1546258867,1546292358,0.66,34.87,0.85,0.0317,0.1767,1.0,1024.06,45.56,1546315200,31.21,1546261200,8.04,9.14,1546304400,3.2
1546279200,12/31/2018,18,Monday,12,2018,BRONX,0.0,0,10471.0,40.90313,-73.9054,"(40.90313, -73.9054)",rain,0.83,Rain starting in the afternoon.,1546258867,1546292358,0.66,34.87,0.85,0.0317,0.1767,1.0,1024.06,45.56,1546315200,31.21,1546261200,8.04,9.14,1546304400,3.2
1546279200,12/31/2018,18,Monday,12,2018,BROOKLYN,0.0,0,11203.0,40.64854,-73.924255,"(40.64854, -73.924255)",rain,0.83,Rain starting in the afternoon.,1546258867,1546292358,0.66,34.87,0.85,0.0317,0.1767,1.0,1024.06,45.56,1546315200,31.21,1546261200,8.04,9.14,1546304400,3.2
1546279200,12/31/2018,18,Monday,12,2018,BROOKLYN,0.0,0,11219.0,40.625454,-74.00565999999998,"(40.625454, -74.00566)",rain,0.83,Rain starting in the afternoon.,1546258867,1546292358,0.66,34.87,0.85,0.0317,0.1767,1.0,1024.06,45.56,1546315200,31.21,1546261200,8.04,9.14,1546304400,3.2
1546279200,12/31/2018,18,Monday,12,2018,STATEN ISLAND,0.0,0,10301.0,40.635933,-74.07585,"(40.635933, -74.07585)",rain,0.83,Rain starting in the afternoon.,1546258867,1546292358,0.66,34.87,0.85,0.0317,0.1767,1.0,1024.06,45.56,1546315200,31.21,1546261200,8.04,9.14,1546304400,3.2
1546279200,12/31/2018,18,Monday,12,2018,,0.0,0,,40.71291400000001,-73.734436,"(40.712914, -73.734436)",rain,0.83,Rain starting in the afternoon.,1546258867,1546292358,0.66,34.87,0.85,0.0317,0.1767,1.0,1024.06,45.56,1546315200,31.21,1546261200,8.04,9.14,1546304400,3.2
1546279200,12/31/2018,18,Monday,12,2018,,0.0,0,,40.57316,-74.11481500000002,"(40.57316, -74.114815)",rain,0.83,Rain starting in the afternoon.,1546258867,1546292358,0.66,34.87,0.85,0.0317,0.1767,1.0,1024.06,45.56,1546315200,31.21,1546261200,8.04,9.14,1546304400,3.2
1546279200,12/31/2018,18,Monday,12,2018,QUEENS,0.0,1,11413.0,40.672222,-73.7556,"(40.672222, -73.7556)",rain,0.83,Rain starting in the afternoon.,1546258867,1546292358,0.66,34.87,0.85,0.0317,0.1767,1.0,1024.06,45.56,1546315200,31.21,1546261200,8.04,9.14,1546304400,3.2
1546279200,12/31/2018,18,Monday,12,2018,,0.0,1,,40.72293,-73.98865,"(40.72293, -73.98865)",rain,0.83,Rain starting in the afternoon.,1546258867,1546292358,0.66,34.87,0.85,0.0317,0.1767,1.0,1024.06,45.56,1546315200,31.21,1546261200,8.04,9.14,1546304400,3.2
1546192800,12/30/2018,18,Sunday,12,2018,BROOKLYN,0.0,0,11211.0,40.71778,-73.93245999999998,"(40.71778, -73.93246)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,BROOKLYN,0.0,0,11226.0,40.64671,-73.95810999999998,"(40.64671, -73.95811)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,BROOKLYN,0.0,0,11230.0,40.61701,-73.969124,"(40.61701, -73.969124)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,QUEENS,0.0,0,11373.0,40.738083,-73.88029,"(40.738083, -73.88029)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,QUEENS,0.0,0,11385.0,40.713284,-73.91218,"(40.713284, -73.91218)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,QUEENS,0.0,0,11416.0,40.684692,-73.86064,"(40.684692, -73.86064)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,STATEN ISLAND,0.0,0,10304.0,40.607983,-74.08463,"(40.607983, -74.08463)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,,0.0,0,,40.641037,-74.02181,"(40.641037, -74.02181)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,,0.0,0,,40.7528,-73.979294,"(40.7528, -73.979294)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,,0.0,0,,40.75649600000001,-73.97237,"(40.756496, -73.97237)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,,0.0,0,,40.75649600000001,-73.97237,"(40.756496, -73.97237)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,BRONX,0.0,1,10462.0,40.83367,-73.85675,"(40.83367, -73.85675)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,BROOKLYN,0.0,1,11205.0,40.698036,-73.962845,"(40.698036, -73.962845)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546192800,12/30/2018,18,Sunday,12,2018,QUEENS,0.0,1,11355.0,40.752316,-73.8324,"(40.752316, -73.8324)",partly-cloudy-day,0.79,Mostly cloudy throughout the day.,1546172458,1546205911,0.76,27.28,0.69,0.0,0.0,0.0,1023.42,38.91,1546146000,34.2,1546228800,9.87,5.93,1546149600,0.73
1546106400,12/29/2018,18,Saturday,12,2018,BRONX,0.0,0,10475.0,40.88254000000001,-73.826965,"(40.88254, -73.826965)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546106400,12/29/2018,18,Saturday,12,2018,BROOKLYN,0.0,0,11238.0,40.67828,-73.958855,"(40.67828, -73.958855)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546106400,12/29/2018,18,Saturday,12,2018,BROOKLYN,0.0,0,11238.0,40.677284,-73.96255500000002,"(40.677284, -73.962555)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546106400,12/29/2018,18,Saturday,12,2018,QUEENS,0.0,0,11355.0,40.744175,-73.83585,"(40.744175, -73.83585)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546106400,12/29/2018,18,Saturday,12,2018,QUEENS,0.0,0,11385.0,40.702568,-73.89314,"(40.702568, -73.89314)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546106400,12/29/2018,18,Saturday,12,2018,QUEENS,0.0,0,11418.0,40.70023,-73.8428,"(40.70023, -73.8428)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546106400,12/29/2018,18,Saturday,12,2018,QUEENS,0.0,0,11426.0,40.735764,-73.715645,"(40.735764, -73.715645)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546106400,12/29/2018,18,Saturday,12,2018,,0.0,0,,40.866333,-73.92501,"(40.866333, -73.92501)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546106400,12/29/2018,18,Saturday,12,2018,,0.0,0,,40.60954,-74.14998,"(40.60954, -74.14998)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546106400,12/29/2018,18,Saturday,12,2018,,0.0,1,,40.856537,-73.87257,"(40.856537, -73.87257)",partly-cloudy-night,0.76,Partly cloudy throughout the day.,1546086046,1546119466,0.5,37.04,0.67,0.0,0.0,0.0,1015.99,55.38,1546059600,39.75,1546142400,9.79,21.22,1546117200,7.25
1546020000,12/28/2018,18,Friday,12,2018,BROOKLYN,0.0,0,11203.0,40.66059,-73.931335,"(40.66059, -73.931335)",rain,0.72,Rain until evening.,1545999633,1546033023,1.0,48.49,0.93,0.0374,0.1249,1.0,1018.77,57.26,1546041600,42.23,1545973200,5.25,9.29,1546016400,3.85
1546020000,12/28/2018,18,Friday,12,2018,BROOKLYN,0.0,0,11217.0,40.68166,-73.97504,"(40.68166, -73.97504)",rain,0.72,Rain until evening.,1545999633,1546033023,1.0,48.49,0.93,0.0374,0.1249,1.0,1018.77,57.26,1546041600,42.23,1545973200,5.25,9.29,1546016400,3.85
1546020000,12/28/2018,18,Friday,12,2018,QUEENS,0.0,0,11101.0,40.751602,-73.93384,"(40.751602, -73.93384)",rain,0.72,Rain until evening.,1545999633,1546033023,1.0,48.49,0.93,0.0374,0.1249,1.0,1018.77,57.26,1546041600,42.23,1545973200,5.25,9.29,1546016400,3.85
1546020000,12/28/2018,18,Friday,12,2018,QUEENS,0.0,0,11106.0,40.758236,-73.93701999999998,"(40.758236, -73.93702)",rain,0.72,Rain until evening.,1545999633,1546033023,1.0,48.49,0.93,0.0374,0.1249,1.0,1018.77,57.26,1546041600,42.23,1545973200,5.25,9.29,1546016400,3.85
1546020000,12/28/2018,18,Friday,12,2018,QUEENS,0.0,0,11422.0,40.66563,-73.73921,"(40.66563, -73.73921)",rain,0.72,Rain until evening.,1545999633,1546033023,1.0,48.49,0.93,0.0374,0.1249,1.0,1018.77,57.26,1546041600,42.23,1545973200,5.25,9.29,1546016400,3.85
1546020000,12/28/2018,18,Friday,12,2018,,0.0,0,,40.65108,-73.97163,"(40.65108, -73.97163)",rain,0.72,Rain until evening.,1545999633,1546033023,1.0,48.49,0.93,0.0374,0.1249,1.0,1018.77,57.26,1546041600,42.23,1545973200,5.25,9.29,1546016400,3.85
1546020000,12/28/2018,18,Friday,12,2018,,0.0,0,,40.76616,-73.73618,"(40.76616, -73.73618)",rain,0.72,Rain until evening.,1545999633,1546033023,1.0,48.49,0.93,0.0374,0.1249,1.0,1018.77,57.26,1546041600,42.23,1545973200,5.25,9.29,1546016400,3.85
1546020000,12/28/2018,18,Friday,12,2018,,0.0,1,,40.683094,-73.80575999999998,"(40.683094, -73.80576)",rain,0.72,Rain until evening.,1545999633,1546033023,1.0,48.49,0.93,0.0374,0.1249,1.0,1018.77,57.26,1546041600,42.23,1545973200,5.25,9.29,1546016400,3.85
1545933600,12/27/2018,18,Thursday,12,2018,BROOKLYN,0.0,0,11207.0,40.66788,-73.89457,"(40.66788, -73.89457)",partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545933600,12/27/2018,18,Thursday,12,2018,BROOKLYN,0.0,0,11216.0,40.68039,-73.940445,"(40.68039, -73.940445)",partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545933600,12/27/2018,18,Thursday,12,2018,MANHATTAN,0.0,0,10023.0,40.779144,-73.97485999999998,"(40.779144, -73.97486)",partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545933600,12/27/2018,18,Thursday,12,2018,QUEENS,0.0,0,11366.0,40.72773,-73.78569,"(40.72773, -73.78569)",partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545933600,12/27/2018,18,Thursday,12,2018,QUEENS,0.0,0,11413.0,40.665634,-73.758156,"(40.665634, -73.758156)",partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545933600,12/27/2018,18,Thursday,12,2018,,0.0,0,,40.741734,-73.7283,"(40.741734, -73.7283)",partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545933600,12/27/2018,18,Thursday,12,2018,,0.0,0,,40.75544,-73.72199,"(40.75544, -73.72199)",partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545933600,12/27/2018,18,Thursday,12,2018,,0.0,0,,40.83835,-73.94784,"(40.83835, -73.94784)",partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545933600,12/27/2018,18,Thursday,12,2018,,0.0,0,,,,,partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545933600,12/27/2018,18,Thursday,12,2018,,0.0,0,,,,,partly-cloudy-night,0.68,Mostly cloudy starting in the evening.,1545913217,1545946582,0.46,27.96,0.63,0.0,0.0,0.0,1034.8,42.87,1545933600,35.77,1545915600,10.0,6.93,1545922800,0.9
1545847200,12/26/2018,18,Wednesday,12,2018,BRONX,0.0,0,10462.0,40.85048,-73.866844,"(40.85048, -73.866844)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,BROOKLYN,0.0,0,11203.0,40.64354,-73.94397,"(40.64354, -73.94397)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,BROOKLYN,0.0,0,11225.0,40.659405,-73.9505,"(40.659405, -73.9505)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,QUEENS,0.0,0,11413.0,40.669125,-73.74369,"(40.669125, -73.74369)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,QUEENS,0.0,0,11429.0,40.7061,-73.73385,"(40.7061, -73.73385)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,QUEENS,0.0,0,11434.0,40.678986,-73.78092,"(40.678986, -73.78092)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,QUEENS,0.0,0,11435.0,40.70727,-73.81638000000002,"(40.70727, -73.81638)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,STATEN ISLAND,0.0,0,10304.0,40.620968,-74.08431,"(40.620968, -74.08431)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,,0.0,0,,,,,partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,,0.0,0,,40.64354,-73.94397,"(40.64354, -73.94397)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,,0.0,0,,40.78322,-73.84586,"(40.78322, -73.84586)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,,0.0,0,,40.771374,-73.877144,"(40.771374, -73.877144)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,,0.0,0,,40.680115,-73.75324,"(40.680115, -73.75324)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,,0.0,0,,40.76099,-73.99077,"(40.76099, -73.99077)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,QUEENS,0.0,1,11434.0,40.68096,-73.773575,"(40.68096, -73.773575)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545847200,12/26/2018,18,Wednesday,12,2018,QUEENS,0.0,2,11377.0,40.74078400000001,-73.89893000000002,"(40.740784, -73.89893)",partly-cloudy-day,0.65,Mostly cloudy until afternoon.,1545826799,1545860143,0.44,23.43,0.59,0.0,0.0,0.0,1030.97,42.73,1545854400,31.51,1545814800,10.0,11.55,1545854400,4.3
1545760800,12/25/2018,18,Tuesday,12,2018,BRONX,0.0,0,10472.0,40.834625,-73.86616,"(40.834625, -73.86616)",partly-cloudy-day,0.61,Mostly cloudy until evening.,1545740379,1545773705,0.38,21.53,0.56,0.0,0.0,0.0,1024.69,39.74,1545764400,32.65,1545732000,10.0,10.63,1545760800,6.05
1545760800,12/25/2018,18,Tuesday,12,2018,BROOKLYN,0.0,0,11223.0,40.591938,-73.96415999999998,"(40.591938, -73.96416)",partly-cloudy-day,0.61,Mostly cloudy until evening.,1545740379,1545773705,0.38,21.53,0.56,0.0,0.0,0.0,1024.69,39.74,1545764400,32.65,1545732000,10.0,10.63,1545760800,6.05
1545760800,12/25/2018,18,Tuesday,12,2018,QUEENS,0.0,0,11429.0,40.703583,-73.744835,"(40.703583, -73.744835)",partly-cloudy-day,0.61,Mostly cloudy until evening.,1545740379,1545773705,0.38,21.53,0.56,0.0,0.0,0.0,1024.69,39.74,1545764400,32.65,1545732000,10.0,10.63,1545760800,6.05
1545760800,12/25/2018,18,Tuesday,12,2018,BROOKLYN,0.0,3,11234.0,40.632095,-73.91861,"(40.632095, -73.91861)",partly-cloudy-day,0.61,Mostly cloudy until evening.,1545740379,1545773705,0.38,21.53,0.56,0.0,0.0,0.0,1024.69,39.74,1545764400,32.65,1545732000,10.0,10.63,1545760800,6.05
1545674400,12/24/2018,18,Monday,12,2018,MANHATTAN,0.0,0,10017.0,40.751884,-73.96759,"(40.751884, -73.96759)",partly-cloudy-day,0.57,Mostly cloudy until evening.,1545653957,1545687270,0.81,30.09,0.73,0.0013,0.0095,0.72,1017.96,43.07,1545678000,35.82,1545649200,8.1,11.91,1545688800,4.99
1545674400,12/24/2018,18,Monday,12,2018,,0.0,0,,40.60733,-74.16558,"(40.60733, -74.16558)",partly-cloudy-day,0.57,Mostly cloudy until evening.,1545653957,1545687270,0.81,30.09,0.73,0.0013,0.0095,0.72,1017.96,43.07,1545678000,35.82,1545649200,8.1,11.91,1545688800,4.99
1545674400,12/24/2018,18,Monday,12,2018,QUEENS,0.0,1,11429.0,40.71082,-73.73179,"(40.71082, -73.73179)",partly-cloudy-day,0.57,Mostly cloudy until evening.,1545653957,1545687270,0.81,30.09,0.73,0.0013,0.0095,0.72,1017.96,43.07,1545678000,35.82,1545649200,8.1,11.91,1545688800,4.99
1545674400,12/24/2018,18,Monday,12,2018,,0.0,2,,40.824574,-73.87255,"(40.824574, -73.87255)",partly-cloudy-day,0.57,Mostly cloudy until evening.,1545653957,1545687270,0.81,30.09,0.73,0.0013,0.0095,0.72,1017.96,43.07,1545678000,35.82,1545649200,8.1,11.91,1545688800,4.99
1545588000,12/23/2018,18,Sunday,12,2018,BROOKLYN,0.0,0,11207.0,40.665035,-73.89214,"(40.665035, -73.89214)",partly-cloudy-night,0.53,Mostly cloudy starting in the evening.,1545567533,1545600836,0.42,24.84,0.56,0.0,0.0,0.0,1019.03,43.76,1545595200,35.84,1545566400,10.0,10.78,1545544800,4.86
1545588000,12/23/2018,18,Sunday,12,2018,QUEENS,0.0,0,11368.0,40.743332,-73.85495999999998,"(40.743332, -73.85496)",partly-cloudy-night,0.53,Mostly cloudy starting in the evening.,1545567533,1545600836,0.42,24.84,0.56,0.0,0.0,0.0,1019.03,43.76,1545595200,35.84,1545566400,10.0,10.78,1545544800,4.86
1545588000,12/23/2018,18,Sunday,12,2018,QUEENS,0.0,0,11426.0,40.740818,-73.72044,"(40.740818, -73.72044)",partly-cloudy-night,0.53,Mostly cloudy starting in the evening.,1545567533,1545600836,0.42,24.84,0.56,0.0,0.0,0.0,1019.03,43.76,1545595200,35.84,1545566400,10.0,10.78,1545544800,4.86
1545588000,12/23/2018,18,Sunday,12,2018,,0.0,0,,40.75184,-73.70288000000002,"(40.75184, -73.70288)",partly-cloudy-night,0.53,Mostly cloudy starting in the evening.,1545567533,1545600836,0.42,24.84,0.56,0.0,0.0,0.0,1019.03,43.76,1545595200,35.84,1545566400,10.0,10.78,1545544800,4.86
1545588000,12/23/2018,18,Sunday,12,2018,,0.0,0,,40.592815,-73.90808,"(40.592815, -73.90808)",partly-cloudy-night,0.53,Mostly cloudy starting in the evening.,1545567533,1545600836,0.42,24.84,0.56,0.0,0.0,0.0,1019.03,43.76,1545595200,35.84,1545566400,10.0,10.78,1545544800,4.86
1545588000,12/23/2018,18,Sunday,12,2018,,0.0,0,,40.75332,-73.9636,"(40.75332, -73.9636)",partly-cloudy-night,0.53,Mostly cloudy starting in the evening.,1545567533,1545600836,0.42,24.84,0.56,0.0,0.0,0.0,1019.03,43.76,1545595200,35.84,1545566400,10.0,10.78,1545544800,4.86
1545588000,12/23/2018,18,Sunday,12,2018,,0.0,0,,40.71512,-73.77358000000002,"(40.71512, -73.77358)",partly-cloudy-night,0.53,Mostly cloudy starting in the evening.,1545567533,1545600836,0.42,24.84,0.56,0.0,0.0,0.0,1019.03,43.76,1545595200,35.84,1545566400,10.0,10.78,1545544800,4.86
1545588000,12/23/2018,18,Sunday,12,2018,,0.0,0,,40.8541,-73.919106,"(40.8541, -73.919106)",partly-cloudy-night,0.53,Mostly cloudy starting in the evening.,1545567533,1545600836,0.42,24.84,0.56,0.0,0.0,0.0,1019.03,43.76,1545595200,35.84,1545566400,10.0,10.78,1545544800,4.86
1545501600,12/22/2018,18,Saturday,12,2018,QUEENS,0.0,0,11365.0,40.734467,-73.80675,"(40.734467, -73.80675)",partly-cloudy-day,0.49,Mostly cloudy throughout the day.,1545481107,1545514405,0.89,35.73,0.7,0.0001,0.0023,0.24,1000.22,52.18,1545454800,40.62,1545537600,9.57,24.59,1545498000,7.89
